true_y	pred_y	pred_probe
1	1	0.19180373835747044
1	1	0.16426068473214617
1	1	0.14624050889885198
1	1	0.21302803851393226
1	1	0.13937313479163116
1	1	0.4618780943562254
1	0	0.8541483018939796
1	1	0.13815260096775495
1	0	0.5211733866246274
0	0	0.8860206162978095
1	1	0.2152847626719755
1	1	0.17891670813881955
1	1	0.46610113929439934
1	1	0.12986018967035906
1	1	0.4311790164004522
1	0	0.7596651942802487
1	0	0.5866293849775368
1	1	0.22052637685469512
1	1	0.397213294670574
1	0	0.9094897544368378
1	0	0.7976091343057952
1	0	0.5917774650786861
1	1	0.20088461367066568
1	1	0.2783289749297432
1	1	0.13930772027717442
1	1	0.12321694428046626
1	1	0.12189273323665484
1	1	0.13883975033242424
1	1	0.1250493756397314
1	1	0.15309347785855876
1	1	0.15466028377469598
1	1	0.1795281668185944
1	1	0.1810888618081421
1	1	0.4861279469526384
1	1	0.15523849575904325
1	1	0.21687906299180593
1	1	0.12482078779037964
1	1	0.22163258749298065
1	1	0.26985262291464507
1	1	0.1961122220311362
1	1	0.13114169002588294
1	0	0.556771228718169
1	1	0.2792149927960865
1	1	0.128169229583197
1	1	0.1440856976561231
1	1	0.20209337539646122
1	1	0.1491272253696342
1	0	0.5615621463466156
1	1	0.14761922751853573
1	1	0.11975442113138912
1	1	0.22523119290049276
1	1	0.11920771376355865
1	1	0.23482914452361292
1	1	0.16530140508193514
1	1	0.1276348778630767
1	1	0.12281811988402513
1	1	0.12301708820006452
1	1	0.18591006017515344
1	1	0.4314087028784206
1	1	0.12293658408186536
1	1	0.13180473020701855
1	1	0.16984372438529471
1	1	0.21768311445438038
1	1	0.45915134281037073
1	1	0.13709158682936662
1	1	0.35810933653468724
1	0	0.71009201313512
1	1	0.12042223135895758
1	1	0.12392952138890478
1	1	0.13128046882199707
1	1	0.16418863810877893
1	1	0.12476853051145143
1	1	0.488429386059685
1	1	0.12849689727742142
1	1	0.20080531005700852
1	1	0.13560547819380253
1	1	0.15783214863780004
1	1	0.1241194115759896
1	1	0.13190032938076413
1	1	0.15305857186685257
1	1	0.14099977760252613
1	1	0.15760740599857925
1	1	0.19476176335240603
1	1	0.1755703300469893
1	1	0.1773454939831307
1	1	0.18560418282002544
1	1	0.12840858389322252
1	1	0.14278836344265688
0	0	0.8423829324847523
1	0	0.9058525500306474
1	0	0.7150483665264977
1	1	0.18306311505680928
1	1	0.17304873272149657
1	1	0.31689493564447035
1	1	0.20474653791743025
1	1	0.1648236083297313
1	1	0.1412006208111598
1	1	0.21665958323675638
1	1	0.18394028292275866
1	1	0.1322529661982006
1	1	0.3671620205174633
1	1	0.12322292889358955
1	1	0.3878944525498913
1	1	0.17733953701068939
1	1	0.1715895301887117
1	0	0.8464767537761813
1	1	0.314300234071888
1	0	0.5150138300912497
1	0	0.928172433662914
1	0	0.780606341363276
1	0	0.5951239419929154
1	1	0.47352107590296033
1	1	0.40817203266655155
1	1	0.14876309083029382
1	1	0.145239563445569
1	1	0.13718769813609033
1	1	0.12319506420859871
1	0	0.8793558248100621
1	0	0.512347761607728
1	1	0.2563412055900267
1	1	0.1556825407079302
1	1	0.3856153891653802
1	0	0.6830966324071996
1	1	0.14121022355281998
1	1	0.31436514433191687
1	1	0.18336814981912497
1	0	0.8611788288716035
1	1	0.1529559166414366
1	0	0.6094297891794426
1	1	0.2391646763948525
1	0	0.5358925517995325
1	1	0.19453790725178932
1	1	0.2989547366603651
1	0	0.7556116052065756
0	0	0.951985223153965
1	1	0.2223307635264633
1	0	0.912904777490478
1	0	0.9179400303701798
1	1	0.40287538921750377
1	1	0.166405645429059
1	1	0.1809682913592564
1	1	0.13192159733229825
1	1	0.14079110482700674
1	1	0.13225354962249092
1	1	0.20900312069897564
1	1	0.1374707621507849
1	1	0.13575309999616603
1	1	0.13333926152540176
1	1	0.1196561348147197
1	1	0.1762031723961084
1	1	0.23235640630240184
1	1	0.1227325720146154
1	1	0.12789366770279675
1	1	0.17216582495726795
1	1	0.17327499470272123
1	1	0.1211576002248016
1	1	0.12020099727143185
1	1	0.13294545788414303
1	1	0.13268736192285702
1	1	0.12141560083471181
1	1	0.13636620612843386
1	1	0.11955224292622979
1	1	0.12258577899417777
1	1	0.13308953381596766
1	1	0.14480130889923615
1	1	0.22063693241922233
1	1	0.15026799791281598
1	1	0.1257866776730222
1	1	0.13007818318364428
1	1	0.17494268940182756
1	1	0.11993026946872576
1	0	0.8853358713557719
1	1	0.14393563764009598
1	1	0.1265212733379777
1	1	0.15582724018443128
1	1	0.15318635657272628
1	1	0.41724539757624546
1	1	0.2050887862830555
1	1	0.16153990403759355
1	1	0.17657881201395298
1	1	0.1920944428224588
1	1	0.3095420785230609
1	0	0.7819322339543362
0	0	0.9442583258647591
0	0	0.9544530137941996
0	0	0.9500786684372823
1	0	0.6549373795939594
1	1	0.30957399982733136
1	1	0.16394593601497076
1	1	0.42726162725240335
1	0	0.7193905822731662
1	1	0.21654178138919045
1	1	0.1447433869545729
1	1	0.1525980834734233
1	1	0.12738920988266234
1	1	0.16367259865305284
1	1	0.13166894275022245
1	1	0.2904989871698971
1	1	0.1276692238786492
1	1	0.12095112626602411
1	1	0.11755160239781237
1	1	0.14781942024564976
1	1	0.1898802580208111
1	1	0.12182313918638432
1	1	0.14037238883931036
1	1	0.15389597053033455
1	1	0.1357228241634616
1	1	0.15671485323243273
1	1	0.1526728976459455
