true_y	pred_y	pred_probe
1	1	0.18608251126413355
1	1	0.19604225543100995
1	1	0.33593725202001357
1	1	0.14062493560944922
1	1	0.11996716873017732
1	1	0.15755664746943332
1	1	0.14961010015558374
1	1	0.17673609097262988
1	1	0.1494921845757191
1	1	0.1427534952862518
1	1	0.16578803005663278
1	1	0.179009717543116
1	1	0.19365862941003575
1	1	0.24743690826647402
1	1	0.20389622338390778
1	1	0.2509779892741719
1	1	0.17092404858533783
1	1	0.4225271150679185
1	1	0.2337249706998612
1	1	0.26493464107856646
1	1	0.17128531655873958
1	1	0.2153247336452785
1	1	0.10933996625924436
1	1	0.18350967925033546
1	1	0.18663678839901454
1	1	0.13867305486410963
1	1	0.25701543449708886
1	0	0.6268561032695283
1	1	0.32445718259816203
0	0	0.9629171718288964
1	1	0.4576796452132461
1	1	0.16571848412488255
1	1	0.3203959569942536
1	0	0.7584390922709922
1	1	0.15220785467377418
1	1	0.4167695359264636
1	1	0.15206463149959137
1	0	0.5857416088555751
1	1	0.4644887494838792
1	0	0.9362446101628412
0	0	0.8888955958706185
1	0	0.5506105723011673
1	1	0.22223717223092987
1	0	0.8481800689041781
1	0	0.5406678236870679
1	1	0.2466716078908432
1	1	0.4144579649792751
1	1	0.28654464054416484
1	1	0.17173340011145477
1	1	0.17047960650213756
1	1	0.10163569438541586
1	0	0.7648927604757708
1	0	0.8660815675903416
1	1	0.2504389296958247
0	0	0.9836399578316596
1	0	0.9620836888778731
1	1	0.4583852668431556
1	0	0.6213684800491375
1	1	0.3732201932232413
1	0	0.9685219053022706
1	1	0.48259196725379794
1	1	0.1678386065827503
1	1	0.48084613127707554
1	0	0.7762627176768444
1	1	0.31596993031193643
1	1	0.20451683155061084
1	1	0.3016922739105671
1	1	0.23542013003525297
1	0	0.9298237332191013
1	1	0.13861240773048455
1	0	0.542968867306779
1	1	0.15295814030099264
1	0	0.6713600866173726
1	1	0.12911062079451552
1	0	0.9203586833440539
1	1	0.39401704176581254
1	1	0.21659499360186685
1	0	0.9469797439480576
1	0	0.8108390638829809
1	1	0.22027702387625825
1	1	0.35225498287644397
1	1	0.16066253874294467
1	1	0.17087033678251895
1	1	0.08086730083106686
1	1	0.3073367845214918
1	0	0.5492994320607234
1	1	0.4338442318643013
1	1	0.08748838711112139
1	1	0.07788122873692216
1	1	0.08150095116203238
1	1	0.08022176814331361
1	1	0.07860811810365298
1	1	0.07611264016893948
1	0	0.9175710992949372
1	1	0.3073303564854367
1	1	0.3996209055984198
1	1	0.07699347147421765
1	1	0.13902719312851708
1	0	0.9279304230276326
1	1	0.1821273308851803
1	1	0.20930544583541144
1	0	0.8144143763925583
1	1	0.09618262383903742
1	1	0.12928661506575434
1	1	0.09779591063725579
1	1	0.08667116863936952
1	0	0.552601248465689
1	1	0.35858585668692045
1	1	0.1040157607419705
1	1	0.0805794321705412
1	1	0.09776182645530462
1	1	0.19501950729042739
1	1	0.08830357124131327
1	1	0.2548216200202881
1	1	0.13944086333056405
1	1	0.08340192372868105
1	1	0.09147359332353777
1	1	0.0761782716435766
1	1	0.11030542481388728
1	0	0.9170812882975949
1	1	0.10391815918635394
1	1	0.07839731718085041
1	1	0.0791319967380405
1	1	0.2099428733094879
1	1	0.12133392192089287
1	1	0.10949443806707049
1	1	0.07974071649987136
1	1	0.36774277935673194
1	1	0.08644766443315821
1	0	0.9256240490576888
1	0	0.9652372582980407
1	1	0.09263252986179327
1	1	0.2716416460459269
1	1	0.13297113619984324
1	1	0.0730838713953853
1	0	0.5539974459100447
1	1	0.08811637549516516
1	1	0.08054027134458941
1	1	0.10512378229864949
1	1	0.07083385692856026
1	1	0.1643162498165852
1	1	0.15139067857474686
1	0	0.8018606750736627
1	1	0.19742363914215622
0	0	0.9832462465537435
1	1	0.13338296361431312
1	1	0.12349083957534501
1	1	0.2068985588422314
1	1	0.2519485124033054
1	1	0.07310522977383527
1	1	0.09633210189243957
1	1	0.11401658503160839
1	1	0.07526107368630353
1	1	0.08417666620284903
1	1	0.08301074196056601
1	1	0.12680294439956508
1	1	0.07657299966738773
1	1	0.08171083499744869
1	0	0.5683816555707353
1	1	0.18023486883583295
1	1	0.14036897145844196
1	1	0.09936109405370352
1	1	0.08712427329637074
1	1	0.2748701734033966
1	1	0.11458894170878042
1	0	0.5361019258973754
1	1	0.11763333934871523
1	1	0.1592566416642226
1	1	0.24062812412972967
1	1	0.07938780936618872
1	1	0.07465743265942393
1	1	0.07864181057416764
1	1	0.2149844593485073
1	0	0.8089052421270109
1	1	0.08620766527412926
1	1	0.3924610170840941
1	0	0.7196540431509093
1	1	0.14350474146888836
1	1	0.07938142755238564
1	1	0.07876902466206148
1	1	0.11258792201928136
1	1	0.21680188348601825
1	0	0.9191288689979314
1	1	0.1984867534848861
1	1	0.2878740217114454
1	0	0.949626624638298
1	0	0.9742606076752461
1	0	0.937288613744774
1	0	0.9700795933859319
1	0	0.6653866699537724
1	0	0.5401105622737636
1	1	0.15612216077200514
1	1	0.23047501403983717
1	1	0.09628108902549681
1	1	0.07463568145240429
1	1	0.07795851838977463
1	1	0.06920922813342645
1	1	0.076822345342766
1	1	0.34706291548505686
1	1	0.09200344862710563
1	1	0.4109723628797466
1	1	0.14250295055290585
1	1	0.12180500201176414
1	1	0.11670632564118222
1	1	0.08868437258997408
1	1	0.08777969280914777
1	1	0.08513483554586743
1	1	0.07543461303648424
1	1	0.10244613250140278
1	1	0.0862948378161632
1	1	0.07495781008929414
1	1	0.09374934035089766
1	1	0.07619716605906779
1	1	0.08089668701017638
1	1	0.11876063354101274
1	1	0.11632700447701727
1	1	0.10503342352616762
1	1	0.09790371053265512
1	1	0.474249575939633
1	1	0.12221066767571509
1	1	0.09326758488916798
1	1	0.07409466805050091
1	1	0.13271439810601549
1	1	0.0798782322009981
1	1	0.10388309367729087
1	1	0.09511099832293501
1	1	0.07188315871849027
1	1	0.08945071714366692
1	1	0.11069017788574897
1	1	0.09258513164077231
1	1	0.15202040230831626
1	1	0.08533246037416353
1	1	0.0719997078966772
1	1	0.0838063730036761
1	1	0.07460539126426924
1	1	0.0757016457982671
1	1	0.0805912391978365
1	1	0.20739369334851865
1	1	0.12388473949473511
1	1	0.13573125248457663
1	1	0.36484212720810194
1	0	0.8935575562315103
1	1	0.20141069616130236
1	1	0.08261812918537548
1	1	0.0791644799092871
1	1	0.08453294763762065
1	1	0.22219763330666953
1	1	0.12032548028150036
1	1	0.09384931019320109
1	1	0.0763711164535269
1	1	0.3852416763567197
1	1	0.1938519923598936
1	0	0.9325354828768264
1	1	0.3034598430016169
1	1	0.47513791996519084
1	1	0.07613423618653659
0	0	0.5796890444890712
1	1	0.10143050038889545
1	1	0.08534856675675695
1	1	0.09141952844982959
1	1	0.1688038451038686
0	0	0.6772048770044305
1	1	0.07624566703193936
1	1	0.0776815829226768
1	1	0.10631536538214248
1	1	0.07108931650678096
1	1	0.07389538102322768
1	1	0.12285106602135443
1	1	0.1340045517601135
1	1	0.08307666612377851
1	1	0.08903349558684526
1	1	0.10457712603901803
1	0	0.6824066312606417
1	1	0.10115571756826558
1	1	0.35964995383164744
1	1	0.08640608841604958
1	1	0.09015866114088245
1	1	0.08877678708765824
1	1	0.07141230131168663
1	1	0.10030444251072612
1	1	0.07993297141337574
1	1	0.10240018085029257
1	1	0.07479022667373902
1	1	0.09301581076934318
1	1	0.10680911186736008
1	1	0.08028646672222517
1	1	0.07537896405019362
1	1	0.0819721333620792
1	1	0.0781333354810313
1	1	0.07898717399366517
1	1	0.07818233129757768
1	1	0.10263990005228885
1	1	0.11163456871900612
1	1	0.07216854182590704
1	1	0.06986539916183676
1	1	0.07443746559029973
1	1	0.0823396843744365
1	1	0.3025193026568487
1	1	0.06871924570961141
1	1	0.06898431889836754
1	1	0.07337946897815484
1	1	0.0685896890552865
1	1	0.25061462378820953
1	1	0.09049704320717367
1	1	0.17271869922330452
1	1	0.08421639850252516
1	1	0.08210404967049123
1	1	0.08525289245294543
1	1	0.08624876116235525
1	1	0.10000539358575866
1	1	0.4917207126635129
1	1	0.18574497831057768
1	1	0.37004705404235483
1	1	0.24335371922827542
1	1	0.26684246763445174
1	0	0.5140816702764321
1	0	0.6687496809180988
1	0	0.8298433855633948
1	0	0.6896507155078795
1	0	0.7766785481781942
1	0	0.6192042134409292
1	0	0.6817118374966255
1	1	0.48389394971637445
1	0	0.5766704936675795
1	0	0.9633929445970698
1	1	0.38195401946250607
0	0	0.8984911066128682
1	1	0.1810112147039108
1	0	0.8790987948519309
1	1	0.4428649850653995
1	1	0.4488621014349822
1	0	0.9830007024565532
1	0	0.8999786342446334
1	1	0.10353887981181487
1	1	0.0741637085549477
1	1	0.0725075509594405
1	1	0.07113302507950026
1	1	0.0748055141432642
1	1	0.0703242599883771
1	1	0.17451060418923936
1	1	0.07409783313490981
1	1	0.07295262376903022
1	1	0.06902187485013922
1	1	0.06892857665039909
1	1	0.07004451683200608
1	1	0.07036742455244327
1	1	0.07268130973752596
1	1	0.07171563319843322
1	1	0.06927240526940048
1	1	0.0736086962893221
1	1	0.0753323830486764
1	1	0.07427295809926238
1	1	0.07059659510472072
1	1	0.0675494654323271
1	1	0.08211189667242025
1	1	0.07886726922646992
1	1	0.07508486086148314
1	1	0.07763617229015574
1	1	0.0764703722631549
1	1	0.07451016293028212
1	1	0.0685937765847694
1	1	0.2540487282427071
1	1	0.07447182585703216
1	1	0.06681278717793437
1	1	0.07476194708273454
1	1	0.0658256513627733
1	1	0.06523341543447314
1	1	0.07479929725830525
1	1	0.07444123143981218
1	1	0.06958024830649445
1	1	0.09640087210477288
1	1	0.06854715618541651
1	1	0.07104983429073775
1	1	0.0728287277819879
1	1	0.0738893147597458
1	1	0.07595137481303249
1	1	0.07007169570429406
1	0	0.5350459496606723
1	1	0.0752048161643829
1	1	0.08215509271254007
1	1	0.06668687540551421
1	1	0.0692870998499997
1	1	0.08729411408738941
1	1	0.19764565048460914
